Hours_Studied,Attendance,Parental_Involvement,Access_to_Resources,Extracurricular_Activities,Sleep_Hours,Previous_Scores,Motivation_Level,Internet_Access,Tutoring_Sessions,Family_Income,Teacher_Quality,School_Type,Peer_Influence,Physical_Activity,Learning_Disabilities,Parental_Education_Level,Distance_from_Home,Gender,Exam_Score
4.895104895104895,91,Medium,High,Yes,35,84,Medium,Yes,0.2331002331002331,High,Low,Public,Neutral,2,No,High School,Near,Male,70
4.662004662004662,81,High,Medium,Yes,42,51,High,No,0.6993006993006993,Medium,Medium,Public,Neutral,4,Yes,High School,Near,Male,67
3.0303030303030303,87,High,Low,Yes,28,72,Medium,Yes,0.4662004662004662,Medium,High,Public,Neutral,3,No,High School,Moderate,Female,67
5.128205128205128,94,Low,Medium,Yes,49,75,High,Yes,0.4662004662004662,High,Medium,Public,Neutral,2,No,College,Near,Female,71
5.361305361305361,60,High,Medium,Yes,56,69,Medium,Yes,0.2331002331002331,Low,Medium,Private,Positive,4,No,College,Near,Male,66
6.0606060606060606,76,Medium,Medium,Yes,35,57,Medium,Yes,0.2331002331002331,Medium,Medium,Public,Positive,4,No,High School,Near,Male,68
6.0606060606060606,96,Medium,Medium,Yes,49,68,Medium,Yes,0.6993006993006993,High,Medium,Private,Positive,3,No,College,Near,Female,74
2.797202797202797,90,Medium,Low,Yes,42,54,Medium,No,0.2331002331002331,High,Medium,Public,Neutral,3,No,High School,Near,Male,64
3.2634032634032635,82,Medium,Medium,No,56,65,Medium,Yes,0.2331002331002331,Low,Medium,Private,Positive,3,No,College,Near,Male,65
5.361305361305361,81,Low,Medium,Yes,28,54,Medium,Yes,0.2331002331002331,Low,Medium,Public,Neutral,3,No,College,Near,Male,66
5.361305361305361,74,Medium,High,Yes,56,88,Low,Yes,0.0,Medium,High,Public,Negative,3,Yes,High School,Near,Male,66
5.361305361305361,81,Medium,Low,No,28,84,Medium,Yes,0.4662004662004662,Medium,Medium,Public,Positive,5,No,High School,Near,Male,68
10.023310023310023,86,High,Medium,Yes,49,97,Medium,Yes,0.4662004662004662,Medium,High,Public,Positive,1,No,High School,Near,Female,78
5.361305361305361,77,Medium,High,Yes,42,69,Low,Yes,0.2331002331002331,Medium,Medium,Private,Positive,2,No,High School,Moderate,Female,67
6.293706293706293,89,Medium,High,Yes,42,89,Medium,Yes,0.6993006993006993,Medium,Medium,Private,Positive,3,No,High School,Near,Male,74
6.0606060606060606,94,Medium,High,No,35,79,High,Yes,0.2331002331002331,Low,High,Public,Positive,2,No,Postgraduate,Near,Male,74
5.594405594405594,66,Medium,Low,No,63,82,Low,Yes,0.2331002331002331,Medium,Medium,Public,Neutral,2,Yes,High School,Near,Female,62
4.195804195804196,78,High,Medium,Yes,35,77,Medium,No,0.4662004662004662,Medium,Medium,Public,Neutral,4,No,High School,Far,Male,66
5.827505827505828,76,Medium,Medium,Yes,35,89,High,Yes,0.6993006993006993,Medium,High,Public,Neutral,3,No,High School,Far,Female,69
3.4965034965034967,87,Medium,High,Yes,70,52,Medium,Yes,0.4662004662004662,Low,High,Private,Positive,3,No,College,Near,Male,68
4.428904428904429,70,Medium,Low,No,49,54,High,Yes,0.0,Medium,Medium,Public,Positive,2,Yes,High School,Moderate,Male,89
3.9627039627039626,86,High,Low,No,35,55,Low,No,0.4662004662004662,High,Medium,Private,Neutral,4,No,College,Near,Male,66
4.662004662004662,95,Low,Medium,Yes,49,64,Low,No,0.4662004662004662,Medium,High,Public,Neutral,3,No,High School,Near,Female,68
7.925407925407925,77,Medium,Low,Yes,49,80,Low,Yes,0.0,Medium,Medium,Public,Positive,3,No,High School,Near,Male,69
2.097902097902098,96,Medium,Medium,Yes,28,82,High,No,0.0,Low,Medium,Public,Positive,4,No,College,Near,Male,67
5.594405594405594,100,High,High,Yes,42,86,Low,Yes,0.4662004662004662,Medium,Medium,Private,Positive,5,No,High School,Near,Male,75
2.331002331002331,64,Medium,High,No,49,64,High,Yes,0.0,Medium,Medium,Public,Positive,4,Yes,High School,Moderate,Female,60
3.9627039627039626,69,High,Medium,Yes,63,83,Medium,Yes,0.4662004662004662,Medium,High,Private,Positive,4,Yes,College,Moderate,Female,66
6.293706293706293,98,Low,High,Yes,49,56,Low,Yes,0.2331002331002331,High,Medium,Private,Positive,3,No,College,Near,Female,73
4.662004662004662,98,Medium,Low,No,49,50,Low,Yes,0.2331002331002331,Medium,High,Private,Neutral,2,No,High School,Near,Female,68
3.2634032634032635,64,Medium,Medium,Yes,42,85,Medium,Yes,0.0,Medium,Medium,Public,Neutral,3,No,High School,Near,Male,62
3.7296037296037294,61,Medium,Medium,No,63,86,Low,Yes,0.4662004662004662,Low,High,Public,Positive,2,No,High School,Near,Male,62
5.594405594405594,66,High,Low,Yes,56,81,High,Yes,0.2331002331002331,Medium,Medium,Public,Neutral,4,No,High School,Far,Male,65
3.7296037296037294,100,High,Low,Yes,56,63,High,Yes,0.4662004662004662,Low,Medium,Public,Negative,3,No,High School,Moderate,Male,69
4.895104895104895,67,Medium,Medium,No,49,96,Low,Yes,0.6993006993006993,Low,Medium,Public,Neutral,2,No,High School,Far,Female,64
4.662004662004662,80,Medium,High,No,35,94,Medium,Yes,0.0,Low,Low,Private,Positive,4,Yes,Postgraduate,Moderate,Female,67
3.7296037296037294,94,High,High,Yes,63,76,Medium,Yes,0.0,Low,High,Public,Neutral,2,No,High School,Near,Male,70
7.6923076923076925,61,Medium,Medium,No,49,99,High,Yes,0.4662004662004662,Medium,High,Public,Neutral,3,No,College,Near,Female,70
5.594405594405594,84,High,Low,No,49,65,Low,Yes,0.6993006993006993,Medium,High,Public,Positive,3,No,High School,Near,Female,69
1.8648018648018647,71,High,Low,No,56,75,Medium,Yes,0.0,Medium,High,Public,Positive,3,No,High School,Near,Male,61
4.895104895104895,94,Medium,Medium,No,49,96,Low,Yes,0.0,Medium,Medium,Private,Neutral,2,Yes,Postgraduate,Moderate,Male,69
3.7296037296037294,71,High,Medium,Yes,35,73,Medium,Yes,0.2331002331002331,Medium,Medium,Public,Neutral,0,Yes,High School,Near,Male,63
5.827505827505828,87,Medium,Low,Yes,49,74,Low,Yes,0.0,Medium,High,Public,Neutral,4,Yes,High School,Near,Male,67
3.4965034965034967,87,Low,Medium,No,28,54,Medium,Yes,0.2331002331002331,Medium,Medium,Public,Neutral,6,No,High School,Moderate,Male,65
4.428904428904429,69,Medium,Medium,Yes,49,61,High,Yes,0.6993006993006993,High,High,Public,Neutral,4,No,High School,Moderate,Male,66
5.361305361305361,61,Low,Medium,No,63,58,Medium,Yes,0.9324009324009324,Medium,Medium,Public,Neutral,2,No,High School,Near,Male,63
5.827505827505828,76,Medium,High,Yes,28,78,Medium,Yes,0.4662004662004662,Medium,Medium,Private,Negative,3,No,High School,Moderate,Female,68
3.0303030303030303,72,High,High,No,49,66,Medium,Yes,0.0,Low,High,Public,Neutral,4,No,Postgraduate,Near,Male,65
4.195804195804196,92,Low,Medium,Yes,56,54,Medium,Yes,0.2331002331002331,Medium,Medium,Public,Positive,3,No,High School,Near,Male,67
3.9627039627039626,92,Low,Low,Yes,56,75,Medium,Yes,0.4662004662004662,Medium,High,Public,Neutral,3,No,Postgraduate,Near,Female,68
3.7296037296037294,78,Medium,High,No,42,83,Medium,Yes,0.0,Low,Low,Public,Neutral,3,Yes,College,Near,Male,64
7.226107226107226,84,Medium,Medium,No,35,87,High,Yes,0.0,Medium,Medium,Private,Positive,3,No,College,Moderate,Male,71
5.128205128205128,84,Medium,Medium,Yes,42,92,Low,Yes,0.0,Medium,Medium,Public,Neutral,5,No,High School,Near,Female,69
2.797202797202797,93,Medium,Medium,Yes,63,74,Low,Yes,0.2331002331002331,Medium,Medium,Public,Neutral,3,No,Postgraduate,Moderate,Male,67
6.0606060606060606,77,Low,Medium,No,28,70,Low,Yes,0.4662004662004662,High,Low,Public,Neutral,3,Yes,College,Moderate,Female,65
7.6923076923076925,71,Low,Medium,No,35,84,Medium,Yes,0.2331002331002331,Medium,Medium,Public,Positive,2,No,High School,Near,Male,68
6.0606060606060606,71,High,Medium,Yes,42,51,Low,No,0.2331002331002331,High,Medium,Private,Positive,3,No,Postgraduate,Moderate,Male,67
2.564102564102564,81,Medium,Medium,Yes,42,82,High,Yes,0.6993006993006993,Medium,High,Public,Neutral,4,No,High School,Near,Male,67
3.9627039627039626,78,Medium,High,Yes,49,70,Medium,No,0.4662004662004662,Low,High,Public,Positive,3,No,High School,Near,Male,66
6.526806526806527,78,High,Medium,No,63,73,High,Yes,0.4662004662004662,Medium,Medium,Public,Neutral,4,No,College,Moderate,Female,70
3.7296037296037294,64,High,Low,Yes,35,65,Medium,Yes,0.6993006993006993,Medium,High,Private,Positive,4,No,Postgraduate,Moderate,Female,65
5.361305361305361,89,Low,Low,Yes,49,56,Low,Yes,0.9324009324009324,Medium,Low,Private,Positive,4,No,Postgraduate,Near,Female,69
5.827505827505828,69,Medium,Medium,Yes,49,70,Low,No,0.2331002331002331,High,High,Public,Positive,4,No,High School,Far,Female,65
3.2634032634032635,68,High,Medium,No,42,65,Medium,Yes,0.2331002331002331,High,Medium,Public,Neutral,3,Yes,College,Near,Male,63
4.662004662004662,77,Medium,Medium,No,35,98,Low,Yes,0.4662004662004662,Low,High,Private,Neutral,2,No,Postgraduate,Far,Female,67
0.2331002331002331,69,High,Medium,Yes,42,97,Medium,Yes,0.2331002331002331,Low,Medium,Public,Positive,3,No,High School,Near,Female,61
3.2634032634032635,83,Medium,Low,Yes,42,82,Medium,Yes,0.0,Medium,Medium,Public,Positive,2,No,High School,Near,Female,65
4.195804195804196,75,Low,High,Yes,56,95,Medium,Yes,0.2331002331002331,Low,Low,Public,Neutral,2,No,College,Near,Female,66
3.0303030303030303,78,Medium,High,Yes,56,88,High,Yes,0.0,High,Low,Public,Neutral,3,No,College,Near,Male,66
6.993006993006993,81,Medium,Low,Yes,35,67,Medium,Yes,0.2331002331002331,High,High,Public,Negative,1,No,High School,Near,Male,69
2.564102564102564,68,Medium,Medium,No,42,80,Medium,Yes,0.4662004662004662,Medium,Medium,Public,Positive,3,No,College,Moderate,Female,63
3.9627039627039626,66,Low,High,No,42,61,Medium,Yes,0.2331002331002331,High,Medium,Public,Positive,6,No,Postgraduate,Near,Male,65
4.895104895104895,95,Low,Low,No,70,84,Low,Yes,0.0,High,Medium,Public,Neutral,4,Yes,High School,Near,Male,67
6.75990675990676,77,High,High,Yes,49,52,Medium,Yes,0.4662004662004662,High,Medium,Public,Negative,3,Yes,High School,Near,Female,69
2.564102564102564,76,Low,Medium,Yes,35,92,Medium,Yes,0.9324009324009324,Medium,Low,Public,Negative,2,No,Postgraduate,Near,Male,65
6.293706293706293,61,Medium,Medium,No,42,79,Medium,Yes,0.2331002331002331,Low,Medium,Public,Positive,3,No,High School,Moderate,Male,65
4.662004662004662,80,High,Low,Yes,42,53,Medium,Yes,0.0,Low,Medium,Public,Neutral,2,No,College,Moderate,Male,65
3.2634032634032635,82,Medium,High,Yes,56,94,Low,Yes,0.4662004662004662,Low,High,Public,Negative,5,No,College,Far,Female,67
5.361305361305361,82,Low,Medium,Yes,56,94,Medium,Yes,0.2331002331002331,Medium,Medium,Public,Negative,2,Yes,High School,Near,Male,66
4.895104895104895,88,Medium,High,No,49,93,Medium,Yes,0.9324009324009324,Low,Medium,Public,Positive,3,No,High School,Near,Female,72
3.7296037296037294,67,Medium,High,No,49,89,High,Yes,0.6993006993006993,Low,Medium,Public,Positive,3,No,College,Near,Male,66
4.662004662004662,70,Medium,Medium,Yes,49,84,Low,No,0.4662004662004662,Medium,High,Private,Neutral,4,No,College,Far,Male,65
4.195804195804196,92,High,Medium,Yes,49,70,Medium,Yes,0.2331002331002331,Low,Medium,Public,Neutral,3,No,High School,Moderate,Male,69
4.895104895104895,98,Medium,Low,No,28,57,Medium,Yes,0.4662004662004662,High,Low,Public,Neutral,2,No,High School,Near,Female,68
5.594405594405594,65,Medium,Low,No,49,64,Low,Yes,0.2331002331002331,High,Medium,Public,Neutral,1,No,Postgraduate,Near,Male,64
6.993006993006993,80,Low,High,No,42,67,Medium,Yes,0.6993006993006993,Medium,Medium,Public,Negative,4,No,College,Moderate,Female,69
3.0303030303030303,69,Medium,Low,Yes,35,68,Low,Yes,0.0,High,Medium,Public,Positive,1,Yes,High School,Moderate,Female,59
7.6923076923076925,62,High,Medium,Yes,70,78,Medium,Yes,0.0,Medium,Medium,Private,Positive,3,No,High School,Moderate,Female,68
1.8648018648018647,73,Medium,Medium,No,49,60,Medium,No,0.0,High,Medium,Private,Neutral,3,No,High School,Near,Female,60
4.428904428904429,66,Medium,High,No,49,59,Medium,Yes,0.2331002331002331,High,Medium,Public,Negative,3,No,High School,Far,Male,62
5.594405594405594,88,Low,Medium,Yes,42,86,Low,Yes,0.0,Low,Low,Public,Negative,3,No,College,Near,Male,67
5.128205128205128,81,Low,High,Yes,56,50,High,Yes,0.9324009324009324,Medium,Medium,Private,Positive,5,No,High School,Far,Female,68
3.7296037296037294,66,Medium,High,Yes,35,57,High,Yes,0.6993006993006993,Medium,Medium,Public,Positive,3,No,High School,Moderate,Female,64
4.428904428904429,60,Medium,High,Yes,49,72,High,Yes,0.6993006993006993,Low,High,Public,Positive,3,No,High School,Moderate,Female,65
3.9627039627039626,92,Low,Low,Yes,42,57,Medium,Yes,0.4662004662004662,Medium,Medium,Private,Positive,2,Yes,High School,Moderate,Female,65
3.7296037296037294,67,High,Medium,No,56,98,Medium,Yes,0.0,Low,Low,Public,Neutral,3,No,High School,Near,Female,63
5.827505827505828,84,Medium,Low,Yes,42,84,Low,Yes,0.4662004662004662,Medium,High,Public,Positive,3,No,High School,Near,Male,70
5.128205128205128,73,Low,Medium,Yes,63,72,Low,Yes,0.6993006993006993,Medium,Medium,Public,Positive,3,No,High School,Near,Female,66
3.7296037296037294,83,Medium,High,Yes,49,56,Low,Yes,0.9324009324009324,High,Medium,Public,Positive,3,No,High School,Near,Female,68
5.827505827505828,73,Low,Low,No,56,69,Medium,Yes,0.6993006993006993,Medium,Medium,Private,Positive,3,No,High School,Near,Female,66
5.128205128205128,63,Low,Low,No,56,83,Medium,Yes,0.6993006993006993,Medium,Medium,Private,Negative,1,No,College,Near,Male,63
5.827505827505828,69,High,Medium,Yes,63,98,Medium,Yes,0.2331002331002331,Low,Medium,Public,Negative,3,Yes,College,Moderate,Female,66
5.594405594405594,68,Medium,Medium,Yes,42,74,Medium,Yes,0.2331002331002331,Medium,Medium,Public,Neutral,3,No,High School,Near,Female,65
3.4965034965034967,77,Medium,Medium,Yes,56,85,High,Yes,0.2331002331002331,Low,Medium,Public,Positive,2,No,Postgraduate,Moderate,Male,66
3.9627039627039626,86,High,Low,Yes,28,60,High,Yes,0.4662004662004662,High,Low,Private,Positive,3,Yes,College,Moderate,Female,67
5.594405594405594,71,Medium,Medium,Yes,49,81,Medium,Yes,0.0,Low,Medium,Private,Positive,3,No,High School,Near,Male,66
5.594405594405594,60,Low,Medium,No,42,62,High,Yes,0.9324009324009324,Low,High,Public,Negative,3,No,High School,Near,Female,63
4.662004662004662,81,Medium,Medium,Yes,35,60,Low,Yes,0.6993006993006993,Medium,Medium,Public,Positive,4,Yes,High School,Near,Male,66
4.895104895104895,84,Medium,Medium,No,42,75,Low,No,0.2331002331002331,High,Medium,Public,Positive,3,No,College,Moderate,Male,67
6.526806526806527,99,Medium,Medium,Yes,42,61,Medium,No,0.2331002331002331,Low,Medium,Public,Positive,3,No,High School,Near,Male,71
3.7296037296037294,84,Medium,High,Yes,49,86,Medium,Yes,0.2331002331002331,Low,Medium,Private,Neutral,2,No,High School,Near,Female,67
5.361305361305361,79,Medium,High,Yes,42,97,Medium,Yes,0.2331002331002331,High,Low,Public,Neutral,4,No,High School,Moderate,Male,69
4.428904428904429,83,Medium,Medium,Yes,49,70,Medium,Yes,0.4662004662004662,Low,Medium,Public,Negative,4,Yes,Postgraduate,Near,Female,67
4.428904428904429,97,High,Medium,Yes,42,66,High,Yes,0.4662004662004662,Medium,Medium,Private,Positive,2,No,College,Moderate,Female,72
6.293706293706293,93,High,Low,No,42,59,High,Yes,0.4662004662004662,Low,Medium,Private,Negative,4,No,High School,Near,Female,70
5.827505827505828,73,Medium,High,Yes,49,70,Low,Yes,0.0,Low,Medium,Private,Neutral,4,No,Postgraduate,Moderate,Male,67
5.827505827505828,69,Low,High,Yes,49,78,Medium,Yes,0.0,Low,High,Public,Negative,3,No,High School,Far,Female,64
6.526806526806527,71,Medium,Medium,No,56,69,High,Yes,0.2331002331002331,Medium,High,Private,Neutral,1,No,College,Moderate,Female,67
4.662004662004662,80,Low,High,No,56,81,Medium,Yes,0.6993006993006993,Medium,Medium,Private,Negative,4,No,Postgraduate,Near,Male,69
5.594405594405594,90,Low,Low,No,49,83,Medium,Yes,0.0,Low,Medium,Private,Positive,3,No,College,Near,Male,68
4.195804195804196,80,Medium,Medium,No,56,55,Low,Yes,0.4662004662004662,Low,Low,Public,Neutral,3,No,High School,Moderate,Male,63
5.128205128205128,63,Medium,High,Yes,49,85,Medium,Yes,0.9324009324009324,High,High,Public,Negative,3,No,College,Near,Female,68
4.428904428904429,89,High,Medium,Yes,49,95,Medium,Yes,0.0,Medium,Medium,Public,Positive,3,No,High School,Near,Male,70
4.895104895104895,92,Medium,Low,Yes,56,51,Low,Yes,0.0,Medium,Medium,Public,Neutral,2,No,College,Moderate,Male,66
5.594405594405594,72,High,High,No,42,78,High,Yes,0.0,Low,High,Public,Negative,6,No,High School,Near,Female,68
3.4965034965034967,87,High,Low,Yes,28,80,High,Yes,0.0,Low,Medium,Private,Positive,3,No,College,Near,Male,67
7.6923076923076925,77,Low,High,Yes,35,85,Medium,Yes,0.0,Low,Medium,Private,Neutral,5,No,High School,Far,Female,69
3.2634032634032635,96,Medium,Low,Yes,63,69,High,Yes,0.0,Medium,Medium,Private,Negative,3,Yes,College,Near,Female,66
3.0303030303030303,94,Medium,Medium,Yes,49,91,Low,Yes,0.6993006993006993,Low,Medium,Public,Neutral,3,No,High School,Near,Male,68
6.293706293706293,81,Medium,Medium,Yes,49,77,Medium,Yes,0.4662004662004662,Medium,Low,Public,Neutral,2,Yes,Postgraduate,Moderate,Female,69
5.827505827505828,88,Medium,Medium,Yes,49,70,Low,Yes,0.2331002331002331,Medium,Medium,Private,Positive,3,No,Postgraduate,Moderate,Male,70
5.594405594405594,95,Medium,High,Yes,56,86,High,Yes,0.2331002331002331,Medium,High,Private,Neutral,3,No,College,Near,Male,74
5.594405594405594,80,Medium,High,Yes,49,96,High,Yes,0.0,Low,High,Public,Positive,0,No,College,Moderate,Female,70
4.662004662004662,73,Medium,Medium,Yes,49,91,Low,Yes,0.2331002331002331,Medium,High,Public,Neutral,2,No,Postgraduate,Moderate,Male,66
3.4965034965034967,90,High,Medium,Yes,56,97,Medium,Yes,0.2331002331002331,Low,High,Private,Negative,3,No,College,Near,Female,69
4.662004662004662,69,Medium,High,No,42,63,Low,Yes,0.0,Low,Medium,Public,Negative,3,No,Postgraduate,Near,Male,64
3.7296037296037294,76,Low,High,Yes,56,56,Medium,No,0.2331002331002331,Low,Medium,Public,Positive,1,No,High School,Near,Male,62
6.0606060606060606,95,Low,High,No,49,77,Medium,Yes,0.0,Medium,Medium,Public,Neutral,3,No,High School,Moderate,Female,70
4.428904428904429,89,High,Medium,Yes,49,52,Medium,Yes,0.4662004662004662,Medium,Medium,Public,Negative,4,No,High School,Moderate,Male,68
3.4965034965034967,76,Medium,Medium,Yes,42,84,Low,Yes,0.0,Medium,High,Public,Neutral,3,No,College,Near,Female,65
4.195804195804196,69,High,High,No,49,62,Low,Yes,0.6993006993006993,Medium,Medium,Public,Positive,3,No,High School,Moderate,Male,65
5.128205128205128,74,High,High,Yes,42,73,Low,Yes,0.6993006993006993,High,High,Public,Positive,4,No,Postgraduate,Moderate,Female,71
3.9627039627039626,71,High,Medium,Yes,63,83,Low,Yes,0.4662004662004662,Medium,Medium,Public,Neutral,5,No,High School,Near,Male,66
3.4965034965034967,67,Medium,Medium,No,28,74,Medium,Yes,0.0,Low,Medium,Public,Negative,3,No,College,Moderate,Male,61
4.895104895104895,90,Low,Medium,Yes,56,62,Low,Yes,0.4662004662004662,Medium,High,Public,Negative,5,Yes,High School,Near,Male,67
4.895104895104895,70,Low,High,Yes,28,94,Medium,Yes,0.0,Low,High,Private,Neutral,2,No,College,Far,Male,65
3.9627039627039626,78,Medium,High,No,56,88,Medium,Yes,0.0,Low,Medium,Public,Negative,3,No,High School,Near,Female,65
3.9627039627039626,75,Medium,High,Yes,42,80,Medium,No,0.2331002331002331,Low,Medium,Private,Positive,5,No,High School,Moderate,Male,65
4.895104895104895,99,Medium,Medium,No,56,85,High,Yes,0.9324009324009324,Medium,Medium,Public,Positive,4,No,High School,Moderate,Male,73
2.564102564102564,76,Medium,Medium,Yes,49,71,Medium,No,0.2331002331002331,Medium,Low,Public,Neutral,2,No,College,Near,Male,62
2.797202797202797,63,Medium,High,Yes,35,69,Low,Yes,0.0,Medium,High,Public,Negative,2,No,College,Moderate,Female,60
3.7296037296037294,64,Low,Medium,Yes,63,58,Low,Yes,0.2331002331002331,Medium,Medium,Public,Positive,3,No,College,Moderate,Female,61
4.428904428904429,84,Low,Medium,Yes,56,90,High,Yes,0.4662004662004662,Low,Medium,Private,Neutral,3,No,Postgraduate,Far,Male,67
5.128205128205128,84,High,Medium,No,56,69,Medium,No,0.6993006993006993,Medium,High,Private,Neutral,4,No,College,Near,Male,70
6.75990675990676,77,Low,High,No,42,85,Medium,Yes,0.2331002331002331,Medium,Medium,Public,Positive,1,No,College,Near,Male,69
5.827505827505828,77,Medium,Low,Yes,56,65,High,No,0.0,Medium,Medium,Public,Positive,5,No,College,Far,Female,66
4.428904428904429,62,Medium,Medium,No,35,90,Low,Yes,0.4662004662004662,Low,High,Public,Positive,3,No,College,Moderate,Male,64
